Period,Open,High,Low,Close
2019-04-09,218.051200,218.051200,218.051200,218.051200
2019-04-08,218.251800,218.251800,218.251800,218.251800
2019-04-05,219.273600,219.273600,219.273600,219.273600
2019-04-04,218.340700,218.340700,218.340700,218.340700
2019-04-03,218.526200,218.526200,218.526200,218.526200
2019-04-02,217.350600,217.350600,217.350600,217.350600
2019-04-01,217.202200,217.202200,217.202200,217.202200
2019-03-29,213.772800,213.772800,213.772800,213.772800
2019-03-28,211.916900,211.916900,211.916900,211.916900
2019-03-27,215.585900,215.585900,215.585900,215.585900
2019-03-26,216.588900,216.588900,216.588900,216.588900
2019-03-25,211.096300,211.096300,211.096300,211.096300
2019-03-22,217.089800,217.089800,217.089800,217.089800
2019-03-21,216.949100,216.949100,216.949000,216.949000
2019-03-20,216.949000,216.949000,216.949000,216.949000
2019-03-19,216.218500,216.218500,216.218500,216.218500
2019-03-18,216.234200,216.234200,216.234200,216.234200
2019-03-15,214.621700,214.621700,214.621700,214.621700
2019-03-14,213.084400,213.084400,213.084400,213.084400
2019-03-13,213.624100,213.624100,213.624100,213.624100
2019-03-12,215.713500,215.713500,215.713500,215.713500
2019-03-11,212.549800,212.549800,212.549800,212.549800
2019-03-08,211.236800,211.236800,211.236800,211.236800
2019-03-07,215.554200,215.554200,215.554200,215.554200
2019-03-06,217.402100,217.402100,217.402100,217.402100
2019-03-05,218.100900,218.100900,218.100900,218.100900
2019-03-04,219.546400,219.546400,219.546400,219.546400
2019-03-01,217.780300,217.780300,217.780300,217.780300
2019-02-28,216.521200,216.521200,216.521200,216.521200
2019-02-27,218.421900,218.421900,218.421900,218.421900
2019-02-26,217.723700,217.723700,217.723700,217.723700
2019-02-25,218.106900,218.106900,218.106900,218.106900
2019-02-22,217.008100,217.008100,217.008100,217.008100
2019-02-21,217.802500,217.802500,217.802500,217.802500
2019-02-20,217.409100,217.409100,217.409100,217.409100
2019-02-19,216.175200,216.175200,216.175200,216.175200
2019-02-15,211.968400,211.968400,211.968400,211.968400
2019-02-14,213.769400,213.769400,213.769400,213.769400
2019-02-13,213.445700,213.445700,213.445700,213.445700
2019-02-12,211.176300,211.176300,211.176300,211.176300
2019-02-11,206.479800,206.479800,206.479700,206.479700
2019-02-08,206.479700,206.479700,206.479700,206.479700
2019-02-07,211.222200,211.222200,211.222200,211.222200
2019-02-06,213.302500,213.302500,213.302500,213.302500
2019-02-05,212.746700,212.746700,212.746700,212.746700
2019-02-04,212.280100,212.280100,212.280100,212.280100
2019-02-01,210.532600,210.532600,210.532600,210.532600
2019-01-31,211.232400,211.232400,211.232400,211.232400
2019-01-30,208.968400,208.968400,208.968400,208.968400
2019-01-29,209.877100,209.877100,209.877100,209.877100
2019-01-28,209.916900,209.916900,209.916900,209.916900
2019-01-25,211.461400,211.461400,211.461400,211.461400
2019-01-24,209.468800,209.468800,209.468800,209.468800
2019-01-23,208.600600,208.600600,208.600600,208.600600
2019-01-22,209.519100,209.519600,209.508300,209.519600
2019-01-18,209.557000,209.557000,209.557000,209.557000
2019-01-17,206.976200,206.976200,206.976200,206.976200
2019-01-16,206.395000,206.395000,206.395000,206.395000
2019-01-15,207.586200,207.586200,207.586200,207.586200
2019-01-14,205.029900,205.029900,205.029800,205.029800
2019-01-11,205.029800,205.029800,205.029800,205.029800
2019-01-10,204.181500,204.181500,204.181500,204.181500
2019-01-09,205.693800,205.693800,205.693800,205.693800
2019-01-08,203.318400,203.318400,203.318400,203.318400
2019-01-07,202.107000,202.107000,202.107000,202.107000
2019-01-04,196.549100,196.549100,196.549100,196.549100
2019-01-03,199.648600,199.648600,199.648600,199.648600
2019-01-02,199.648700,199.648700,199.648600,199.648600
2018-12-31,199.648600,199.648600,199.648600,199.648600
2018-12-28,199.648600,199.648600,199.648600,199.648600
2018-12-27,199.881900,199.881900,199.881900,199.881900
2018-12-26,191.261300,191.262800,191.251500,191.262800
2018-12-24,198.950100,198.950100,198.950100,198.950100
2018-12-21,198.950100,198.950100,198.950100,198.950100
2018-12-20,202.406200,202.406200,202.406200,202.406200
2018-12-19,208.397100,208.397100,208.397100,208.397100
2018-12-18,209.215100,209.215100,209.215100,209.215100
2018-12-17,212.630800,212.630800,212.630800,212.630800
2018-12-14,211.874900,211.874900,211.874900,211.874900
2018-12-13,215.787400,215.787400,215.787400,215.787400
2018-12-12,213.967100,213.967100,213.967100,213.967100
2018-12-11,209.280000,209.280000,209.280000,209.280000
2018-12-10,211.348000,211.348000,211.348000,211.348000
2018-12-07,215.478000,215.482800,215.471200,215.482800
2018-12-06,214.440300,214.448200,214.436500,214.448200
2018-12-04,219.819800,219.830300,219.818700,219.830300
2018-12-03,224.894500,224.905300,224.893600,224.905300
2018-11-30,222.307500,222.309200,221.315900,222.309200
2018-11-29,221.311800,221.315900,221.304300,221.315900
2018-11-28,220.693300,220.696900,219.495000,220.696900
2018-11-27,26.484000,26.484000,26.484000,26.484000
2018-11-26,218.007600,218.007600,218.007600,218.007600
2018-11-23,217.009600,217.010000,216.998800,217.000200
2018-11-21,215.605700,215.605700,215.605700,215.605700
2018-11-20,216.700600,216.700600,216.700600,216.700600
2018-11-19,217.786300,217.786300,217.786300,217.786300
2018-11-16,216.707800,216.707800,216.707800,216.707800
2018-11-15,218.117800,218.117800,218.117800,218.117800
2018-11-14,218.514300,218.514300,218.514300,218.514300
2018-11-13,217.736300,217.736300,217.736300,217.736300
2018-11-12,222.773500,222.773500,222.773500,222.773500
2018-11-09,222.796700,222.796700,222.796700,222.796700
2018-11-08,223.932200,223.932200,223.932200,223.932200
2018-11-07,219.776000,219.776000,219.776000,219.776000
2018-11-06,221.189800,221.189800,221.189800,221.189800
2018-11-05,219.066100,221.433400,219.058500,219.070200
2018-11-02,221.433400,221.433400,221.433400,221.433400
2018-11-01,217.335200,217.335200,217.335200,217.335200
2018-10-31,218.570000,218.570000,218.570000,218.570000
2018-10-30,214.485500,214.485500,214.485500,214.485500
2018-10-29,212.069400,212.069400,212.069400,212.069400
2018-10-26,212.057000,212.057000,212.057000,212.057000
2018-10-25,212.772300,212.772300,212.772300,212.772300
2018-10-24,220.010600,220.010600,220.010600,220.010600
2018-10-23,220.372400,220.372400,220.372400,220.372400
2018-10-22,226.846400,226.846400,226.846400,226.846400
2018-10-19,226.252400,226.252400,226.252400,226.252400
2018-10-18,227.844800,227.844800,227.844800,227.844800
2018-10-17,229.346200,229.346200,229.346200,229.346200
2018-10-16,226.717900,226.717900,226.717900,226.717900
2018-10-15,224.542200,224.542200,224.542200,224.542200
2018-10-12,227.964700,227.964700,227.964700,227.964700
2018-10-11,227.057400,227.057400,227.057400,227.057400
2018-10-10,235.329400,235.329400,235.329400,235.329400
2018-10-09,234.913500,234.913500,234.913500,234.913500
2018-10-08,238.800900,238.812100,238.800800,238.812100
2018-10-05,238.812100,238.812100,238.812100,238.812100
2018-10-04,240.825900,240.825900,240.825900,240.825900
2018-10-03,241.377100,241.377100,241.377100,241.377100
2018-10-02,243.655800,243.655800,243.655800,243.655800
2018-10-01,242.897800,242.897800,242.897800,242.897800
2018-09-28,242.487900,242.487900,242.487900,242.487900
2018-09-27,240.158800,240.158800,240.158800,240.158800
2018-09-26,242.895200,242.895200,242.895200,242.895200
2018-09-25,242.835600,242.835600,242.835600,242.835600
2018-09-24,29.207400,29.207400,29.207400,29.207400
2018-09-21,240.964900,240.964900,240.964900,240.964900
2018-09-20,238.339300,238.339300,238.339300,238.339300
2018-09-19,238.369800,238.369800,238.369800,238.369800
2018-09-18,235.274500,235.274500,235.274500,235.274500
2018-09-17,230.529900,230.529900,230.529900,230.529900
2018-09-14,230.529800,230.529800,230.529800,230.529800
2018-09-13,228.044700,228.044700,228.044700,228.044700
2018-09-12,225.941600,225.941600,225.941600,225.941600
2018-09-11,227.255700,227.255700,227.255700,227.255700
2018-09-10,225.295200,225.295200,225.295200,225.295200
2018-09-07,224.813600,224.813600,224.813600,224.813600
2018-09-06,226.429500,226.429500,226.429500,226.429500
2018-09-05,227.779900,227.779900,227.779900,227.779900
2018-09-04,229.327000,229.331800,229.320200,229.331800
2018-08-31,231.665800,231.665800,231.665800,231.665800
2018-08-30,232.298800,232.298800,232.298800,232.298800
2018-08-29,232.350800,232.350800,232.350800,232.350800
2018-08-28,231.193200,231.193200,231.193200,231.193200
2018-08-27,230.809800,230.809800,230.809800,230.809800
2018-08-24,228.653400,228.653400,228.653400,228.653400
2018-08-23,227.421000,227.421000,227.421000,227.421000
2018-08-22,227.553600,227.553600,227.553600,227.553600
2018-08-21,225.631800,225.631800,225.631800,225.631800
2018-08-20,225.604700,225.604700,225.604700,225.604700
2018-08-17,226.207300,226.207300,226.207300,226.207300
2018-08-16,225.079200,225.079200,225.079200,225.079200
2018-08-15,226.140300,226.140300,226.140300,226.140300
2018-08-14,227.747500,227.747500,227.747500,227.747500
2018-08-13,223.520800,223.520800,223.520800,223.520800
2018-08-10,229.181500,229.181500,229.181500,229.181500
2018-08-09,231.824700,231.824700,231.824700,231.824700
2018-08-08,232.297400,232.297400,232.297400,232.297400
2018-08-07,233.103700,233.103700,233.103700,233.103700
2018-08-06,231.127600,232.427400,231.118200,231.129700
2018-08-03,232.427400,232.427400,232.427400,232.427400
2018-08-02,233.304600,233.304600,233.304600,233.304600
2018-08-01,235.527500,235.527500,235.527500,235.527500
2018-07-31,233.736200,233.736200,233.736200,233.736200
2018-07-30,234.274900,234.274900,234.274900,234.274900
2018-07-27,235.201000,235.201000,235.201000,235.201000
2018-07-26,234.008100,234.008100,234.008100,234.008100
2018-07-25,232.749000,232.749000,232.749000,232.749000
2018-07-24,231.263900,231.263900,231.263900,231.263900
2018-07-23,229.980100,229.980100,229.980100,229.980100
2018-07-20,231.206700,231.206700,231.206700,231.206700
2018-07-19,232.378600,232.378600,232.378600,232.378600
2018-07-18,232.406800,232.406800,232.406800,232.406800
2018-07-17,231.807400,231.807400,231.807400,231.807400
2018-07-16,28.169500,28.169500,28.169500,28.169500
2018-07-13,229.814100,229.814100,229.814100,229.814100
2018-07-12,226.972800,226.972800,226.972800,226.972800
2018-07-11,226.050400,226.050400,226.050400,226.050400
2018-07-10,228.588800,228.588800,228.588800,228.588800
2018-07-09,227.712800,227.712800,227.712800,227.712800
2018-07-06,224.859300,224.859300,224.859300,224.859300
2018-07-05,222.396400,222.396400,222.396400,222.396400
2018-07-03,224.473300,224.473300,224.473300,224.473300
2018-07-02,225.221300,225.221300,225.221300,225.221300
2018-06-29,230.308100,230.308100,230.308100,230.308100
2018-06-28,229.644100,229.644100,229.644100,229.644100
2018-06-27,230.067400,230.067400,230.067400,230.067400
2018-06-26,230.672500,230.672500,230.672500,230.672500
2018-06-25,229.216500,229.216500,229.216500,229.216500
2018-06-22,231.099000,231.099000,231.099000,231.099000
2018-06-21,232.208700,232.208700,232.208700,232.208700
2018-06-20,232.091500,232.091500,232.091500,232.091500
2018-06-19,230.588900,230.588900,230.588900,230.588900
2018-06-18,233.286200,234.600700,233.286200,233.286200
2018-06-15,237.434500,237.434500,237.434500,237.434500
2018-06-14,237.003000,237.003000,237.003000,237.003000
2018-06-13,239.295500,239.295500,239.295500,239.295500
2018-06-12,238.232000,238.232000,238.232000,238.232000
2018-06-11,237.648700,237.648700,237.648700,237.648700
2018-06-08,237.215400,237.215400,237.215400,237.215400
2018-06-07,238.403600,238.403600,238.403600,238.403600
2018-06-06,236.980300,236.980300,236.980300,236.980300
2018-06-05,236.213900,236.213900,236.213900,236.213900
2018-06-04,235.898800,235.898800,235.898800,235.898800
2018-06-01,232.010800,232.010800,232.010800,232.010800
2018-05-31,231.755300,231.755300,231.755300,231.755300
2018-05-30,230.246600,230.246600,230.246600,230.246600
2018-05-29,234.024900,234.034900,234.023600,234.034900
2018-05-25,235.598600,235.598600,235.598600,235.598600
2018-05-24,29.635100,29.635100,29.635100,29.635100
2018-05-23,238.420800,238.420800,238.420800,238.420800
2018-05-22,240.690300,240.690300,240.690300,240.690300
2018-05-21,241.279700,241.279700,241.279700,241.279700
2018-05-18,241.383000,241.385100,241.373600,241.385100
2018-05-17,240.493200,240.493200,240.493200,240.493200
2018-05-16,239.015400,239.015400,239.015400,239.015400
2018-05-15,239.893600,239.893600,239.893600,239.893600
2018-05-14,240.205000,240.205000,240.205000,240.205000
2018-05-11,238.953700,238.953700,238.953700,238.953700
2018-05-10,236.833500,236.833500,236.833500,236.833500
2018-05-09,235.789400,235.789400,235.789400,235.789400
2018-05-08,236.546900,236.546900,236.546900,236.546900
2018-05-07,236.317800,236.317800,236.317800,236.317800
2018-05-04,29.691900,29.691900,29.691900,29.691900
2018-05-03,29.661700,29.661700,29.661700,29.661700
2018-05-02,235.983100,235.983100,235.983100,235.983100
2018-05-01,236.466200,236.466200,236.466200,236.466200
2018-04-30,29.730200,29.730200,29.730200,29.730200
2018-04-27,236.864300,236.864300,236.864300,236.864300
2018-04-26,235.389200,235.389200,235.389200,235.389200
2018-04-25,234.301700,234.301700,234.301700,234.301700
2018-04-24,234.644300,234.644300,234.644300,234.644300
2018-04-23,232.432200,232.432200,232.432200,232.432200
2018-04-20,232.746100,232.746100,232.746100,232.746100
2018-04-19,232.605300,232.605300,232.605300,232.605300
2018-04-18,231.213300,231.213300,231.213300,231.213300
2018-04-17,228.395200,228.395200,228.395200,228.395200
2018-04-16,228.777500,228.777500,228.777500,228.777500
2018-04-13,227.714600,227.714600,227.714600,227.714600
2018-04-12,225.634500,225.634500,225.634500,225.634500
2018-04-11,226.883600,226.883600,226.883600,226.883600
2018-04-10,227.895300,227.895300,227.895300,227.895300
2018-04-09,226.511400,226.511400,226.511400,226.511400
2018-04-06,225.209900,225.209900,225.209900,225.209900
2018-04-05,226.108500,226.108500,226.108500,226.108500
2018-04-04,223.304300,223.304300,223.304300,223.304300
2018-04-03,223.527000,223.527000,223.527000,223.527000
2018-04-02,224.248000,224.258500,222.505000,224.258500
2018-03-29,222.505000,222.505000,222.505000,222.505000
2018-03-28,221.805900,221.805900,221.805900,221.805900
2018-03-27,224.876200,224.876200,224.876200,224.876200
2018-03-26,218.536100,218.536100,218.536100,218.536100
2018-03-23,217.699300,217.699300,217.699300,217.699300
2018-03-22,226.758100,226.758100,226.758100,226.758100
2018-03-21,225.618400,225.618400,225.618400,225.618400
2018-03-20,225.618400,225.618400,225.618400,225.618400
2018-03-19,225.933600,225.933600,225.933600,225.933600
2018-03-16,228.245500,228.245500,228.245500,228.245500
2018-03-15,229.239600,229.239600,229.239600,229.239600
2018-03-14,229.340400,229.340400,229.340400,229.340400
2018-03-13,230.552000,230.552000,230.552000,230.552000
2018-03-12,229.292000,229.292000,229.292000,229.292000
2018-03-09,225.683600,225.683600,225.683600,225.683600
2018-03-08,224.474700,224.474700,224.474700,224.474700
2018-03-07,223.386200,223.386200,223.386200,223.386200
2018-03-06,225.096800,225.096800,225.096800,225.096800
2018-03-05,222.076400,222.076400,222.076400,222.076400
2018-03-02,224.197600,224.197600,224.197600,224.197600
2018-03-01,229.387700,229.387700,229.387700,229.387700
2018-02-28,233.317100,233.317100,233.317100,233.317100
2018-02-27,236.189900,236.189900,236.189900,236.189900
2018-02-26,234.139100,234.139100,234.139100,234.139100
2018-02-23,232.097900,232.097900,232.097900,232.097900
2018-02-22,230.338700,230.338700,230.338700,230.338700
2018-02-21,232.966500,232.966500,232.942900,232.966500
2018-02-20,232.744800,232.752400,232.741300,232.752400
2018-02-16,229.873600,229.873600,229.873600,229.873600
2018-02-15,227.182800,227.182800,227.182800,227.182800
2018-02-14,224.746700,224.748200,224.737400,224.748200
2018-02-13,225.601100,225.601100,225.601100,225.601100
2018-02-12,28.962700,28.962700,28.962700,28.962700
2018-02-09,227.855500,227.855500,227.855500,227.855500
2018-02-08,232.989600,232.993700,232.982500,232.993700
2018-02-07,231.011600,231.011600,231.011600,231.011600
2018-02-06,230.333800,230.333800,230.333800,230.333800
2018-02-05,241.448700,241.448700,241.448700,241.448700
2018-02-02,247.668900,247.668900,247.668900,247.668900
2018-02-01,249.273100,249.273100,249.273100,249.273100
2018-01-31,245.160700,245.160700,245.160700,245.160700
2018-01-30,247.653800,247.653800,247.653800,247.653800
2018-01-29,250.827300,250.827300,250.827300,250.827300
2018-01-26,250.826900,250.826900,250.826900,250.826900
2018-01-25,251.834400,251.834400,251.834400,251.834400
2018-01-24,254.031900,254.031900,254.031900,254.031900
2018-01-23,255.442500,255.442500,255.442500,255.442500
2018-01-22,252.526300,252.526300,252.526300,252.526300
2018-01-19,252.699000,252.699000,252.699000,252.699000
2018-01-18,251.351100,251.351100,251.351100,251.351100
2018-01-17,252.905500,252.905500,252.905500,252.905500
2018-01-16,253.334200,253.334200,253.334200,253.334200
2018-01-12,252.230500,252.230500,252.230500,252.230500
2018-01-11,254.020900,254.479800,254.017500,254.029000
2018-01-10,254.479800,254.479800,254.479800,254.479800
2018-01-09,254.902700,254.902700,254.902700,254.902700
2018-01-08,30.222100,30.222100,30.222100,30.222100
2018-01-05,253.459900,253.459900,253.459900,253.459900
2018-01-04,251.198500,251.198500,251.198500,251.198500
2018-01-03,29.304300,29.304300,29.304300,29.304300
2018-01-02,29.362600,29.362600,29.362600,29.362600
2017-12-29,244.225400,244.225400,244.225400,244.225400
2017-12-28,244.335700,244.335700,244.335700,244.335700
2017-12-27,245.654200,245.654200,245.654200,245.654200
2017-12-26,245.026000,245.026000,245.026000,245.026000
2017-12-22,245.605800,245.605800,245.605800,245.605800
2017-12-21,245.007900,245.007900,245.007900,245.007900
2017-12-20,244.595300,244.595300,244.595300,244.595300
2017-12-19,243.924200,243.924200,243.924200,243.924200
2017-12-18,244.542900,244.542900,244.542900,244.542900
2017-12-15,241.034200,241.034200,241.034200,241.034200
2017-12-14,242.427800,242.427800,242.427800,242.427800
2017-12-13,242.684900,242.684900,242.684900,242.684900
2017-12-12,243.998600,243.998600,243.998600,243.998600
2017-12-11,244.096200,244.096200,244.096200,244.096200
2017-12-08,242.991700,242.991700,242.991700,242.991700
2017-12-07,240.113600,240.113600,240.113600,240.113600
2017-12-06,237.109100,237.109100,237.109100,237.109100
2017-12-05,240.888000,240.888000,240.888000,240.888000
2017-12-04,240.596700,240.596700,240.596700,240.596700
2017-12-01,29.386900,29.386900,29.386900,29.386900
2017-11-30,241.016900,241.016900,241.016900,241.016900
2017-11-29,239.582800,239.582800,239.582800,239.582800
2017-11-28,238.030500,238.030500,238.030500,238.030500
2017-11-27,238.785000,238.785000,238.785000,238.785000
2017-11-24,239.902400,239.907000,239.891300,239.907000
2017-11-22,240.302100,240.302100,240.302100,240.302100
2017-11-21,239.316700,239.316700,239.316700,239.316700
2017-11-20,237.678300,237.678300,237.678300,237.678300
2017-11-17,238.885200,238.885200,238.885200,238.885200
2017-11-16,238.781700,238.781700,238.781700,238.781700
2017-11-15,235.866200,235.866200,235.866200,235.866200
2017-11-14,240.192000,240.192000,240.192000,240.192000
2017-11-13,240.335300,240.335300,240.335300,240.335300
2017-11-10,242.883700,242.883700,242.883700,242.883700
2017-11-09,245.519300,245.519300,245.519300,245.519300
2017-11-08,246.313500,246.313500,246.313500,246.313500
2017-11-07,246.030300,246.030300,246.030300,246.030300
2017-11-06,28.972100,28.972100,28.972100,28.972100
2017-11-03,28.881900,28.881900,28.881900,28.881900
2017-11-02,243.602900,243.602900,243.602900,243.602900
2017-11-01,242.590800,242.590800,242.590800,242.590800
2017-10-31,238.712200,238.712200,238.712200,238.712200
2017-10-30,238.865600,238.865600,238.865600,238.865600
2017-10-27,238.616500,238.616500,238.616500,238.616500
2017-10-26,236.303500,236.303500,236.303500,236.303500
2017-10-25,235.971000,235.971000,235.971000,235.971000
2017-10-24,236.359000,236.359000,236.359000,236.359000
2017-10-23,234.969100,234.969100,234.969100,234.969100
2017-10-20,232.491800,232.491800,232.491800,232.491800
2017-10-19,28.230800,28.230800,28.230800,28.230800
2017-10-18,231.816700,231.816700,231.816700,231.816700
2017-10-17,232.002300,232.002300,232.002300,232.002300
2017-10-16,231.352300,231.352300,231.352300,231.352300
2017-10-13,230.076600,230.076600,230.076600,230.076600
2017-10-12,228.644300,228.644300,228.644300,228.644300
2017-10-11,228.120200,228.120200,228.120200,228.120200
2017-10-10,227.644900,227.656000,226.635700,227.654200
2017-10-09,27.378100,27.378100,27.378100,27.378100
2017-10-06,226.635700,226.635700,226.635700,226.635700
2017-10-05,226.224200,226.224200,226.224200,226.224200
2017-10-04,226.238300,226.238300,226.238300,226.238300
2017-10-03,226.084400,226.084400,226.084400,226.084400
2017-10-02,224.270900,224.270900,224.270900,224.270900
2017-09-29,224.153900,224.153900,224.153900,224.153900
2017-09-28,224.250500,224.250500,224.250500,224.250500
2017-09-27,222.961800,222.961800,222.961800,222.961800
2017-09-26,223.856200,223.856200,223.856200,223.856200
2017-09-25,224.217900,224.217900,224.217900,224.217900
2017-09-22,223.061700,223.061700,223.061700,223.061700
2017-09-21,223.616700,223.616700,223.616700,223.616700
2017-09-20,223.097200,223.097200,223.097200,223.097200
2017-09-19,223.533000,223.533000,223.533000,223.533000
2017-09-18,26.750600,26.750600,26.750600,26.750600
2017-09-15,219.761000,219.761000,219.761000,219.761000
2017-09-14,218.817700,218.817700,218.817700,218.817700
2017-09-13,219.485600,219.485600,219.485600,219.485600
2017-09-12,217.937700,217.937700,217.937700,217.937700
2017-09-11,215.725000,215.725000,215.725000,215.725000
2017-09-08,213.017600,213.017600,213.017600,213.017600
2017-09-07,214.044400,214.044400,214.044400,214.044400
2017-09-06,213.474800,213.474800,213.474800,213.474800
2017-09-05,213.470500,213.470500,213.470500,213.470500
2017-09-01,216.742800,216.742800,216.742800,216.742800
2017-08-31,216.348000,216.348000,216.348000,216.348000
2017-08-30,214.983100,214.983100,214.983100,214.983100
2017-08-29,213.443800,213.443800,213.443800,213.443800
2017-08-28,213.944400,213.944400,213.944400,213.944400
2017-08-25,213.624900,213.624900,213.624900,213.624900
2017-08-24,212.684100,212.684100,212.684100,212.684100
2017-08-23,213.813700,213.813700,213.813700,213.813700
2017-08-22,213.319600,213.319600,213.319600,213.319600
2017-08-21,213.444000,213.444000,213.444000,213.444000
2017-08-18,213.998400,213.998400,213.998400,213.998400
2017-08-17,216.419500,216.419500,216.419500,216.419500
2017-08-16,216.957900,216.957900,216.957900,216.957900
2017-08-15,217.035600,217.035600,217.035600,217.035600
2017-08-14,214.859400,214.859400,214.859400,214.859400
2017-08-11,217.229500,217.229500,217.229500,217.229500
2017-08-10,217.229400,217.229400,217.229400,217.229400
2017-08-09,216.803600,216.803600,216.803600,216.803600
2017-08-08,219.435800,219.435800,219.435800,219.435800
2017-08-07,219.782800,219.782800,219.782800,219.782800
2017-08-04,218.490200,218.490200,218.490200,218.490200
2017-08-03,219.164500,219.164500,219.164500,219.164500
2017-08-02,219.266200,219.266200,219.266200,219.266200
2017-08-01,218.616500,218.616500,218.616500,218.616500
2017-07-31,217.633200,217.633200,217.633200,217.633200
2017-07-28,217.818700,217.818700,217.818700,217.818700
2017-07-27,218.786000,219.119800,218.786000,219.119800
2017-07-26,218.786000,218.786000,218.786000,218.786000
2017-07-25,218.194000,218.194000,218.194000,218.194000
2017-07-24,26.658300,26.658300,26.658300,26.658300
2017-07-21,220.117100,220.117100,220.117100,220.117100
2017-07-20,220.997800,220.997800,220.997800,220.997800
2017-07-19,219.371300,219.371300,219.371300,219.371300
2017-07-18,219.171000,219.171000,219.171000,219.171000
2017-07-17,26.435800,26.435800,26.435800,26.435800
2017-07-14,220.106700,220.106700,220.106700,220.106700
2017-07-13,219.093500,219.093500,219.093500,219.093500
2017-07-12,218.894200,218.894200,218.894200,218.894200
2017-07-11,219.862900,219.862900,219.862900,219.862900
2017-07-10,218.415300,218.415300,218.415300,218.415300
2017-07-07,216.705200,216.705200,216.705200,216.705200
2017-07-06,217.536500,217.536500,217.536500,217.536500
2017-07-05,218.236900,218.248700,218.236800,218.248700
2017-07-03,217.837600,217.837600,217.837600,217.837600
2017-06-30,217.574400,217.574400,217.574400,217.574400
2017-06-29,219.473400,219.473400,219.473400,219.473400
2017-06-28,218.465700,218.465700,218.465700,218.465700
2017-06-27,219.281100,219.281100,219.281100,219.281100
2017-06-26,26.355300,26.355300,26.355300,26.355300
2017-06-23,218.390600,218.390600,218.390600,218.390600
2017-06-22,218.402000,218.402000,218.402000,218.402000
2017-06-21,218.767600,218.767600,218.767600,218.767600
2017-06-20,219.586900,219.586900,219.586900,219.586900
2017-06-16,216.646200,216.646200,216.646200,216.646200
2017-06-15,215.683900,217.516900,215.682500,215.693400
2017-06-14,216.653600,217.653500,216.466100,216.528300
2017-06-13,216.561300,217.161200,216.055200,216.654200
2017-06-12,216.695500,217.071500,215.764200,216.570600
2017-06-11,216.695500,216.828900,215.860800,216.549400
2017-06-09,216.334700,217.710300,215.885600,216.704800
