Date,Close/Last,Volume,Open,High,Low
11/23/2022,$27.115,1488,$26.65,$27.15,$26.65
11/22/2022,$25.59,N/A,$25.59,$25.59,$25.59
11/21/2022,$25.59,757,$26.2,$26.2,$25.59
11/18/2022,$26.785,N/A,$26.785,$26.785,$26.785
11/17/2022,$26.785,593,$26.0399,$26.785,$26.0399
11/16/2022,$27.29,573,$26.4999,$27.35,$26.4999
11/15/2022,$28.665,1336,$28.84,$28.84,$27.87
11/14/2022,$27.95,1773,$28.85,$28.85,$27.95
11/11/2022,$26.7999,725,$28.1,$28.1,$26.7999
11/10/2022,$27,754,$25.0499,$27.02,$25.0499
11/09/2022,$25.755,364,$25.755,$25.755,$25.755
11/08/2022,$27.17,457,$26.78,$27.17,$26.78
11/07/2022,$27.7,454,$27.65,$27.7,$27.65
11/04/2022,$26.57,294,$26.57,$26.57,$26.57
11/03/2022,$26.93,1233,$26.48,$26.93,$25.9199
11/02/2022,$26.16,291,$26.16,$26.16,$26.16
11/01/2022,$26.1499,403,$27.57,$27.57,$26.1499
10/31/2022,$26,11769,$26.2299,$27.4156,$26
10/28/2022,$26.425,579,$26.425,$26.425,$26.425
10/27/2022,$24.7,477,$26.295,$26.295,$24.7
10/26/2022,$26.81,576,$26.855,$26.855,$26.81
10/25/2022,$27,695,$27.55,$27.55,$27
10/24/2022,$26.605,300,$26.605,$26.605,$26.605
10/21/2022,$26.45,956,$25.0999,$26.45,$25.0999
10/20/2022,$25.905,520,$26.3,$26.3,$25.905
10/19/2022,$26.59,N/A,$26.59,$26.59,$26.59
10/18/2022,$26.59,1365,$26.59,$26.59,$26.59
10/17/2022,$26.715,376,$26.715,$26.715,$26.715
10/14/2022,$24.8499,491,$24.8499,$24.8499,$24.8499
10/13/2022,$24.63,2265,$25,$25.83,$24.63
10/12/2022,$25.1999,2735,$25.1499,$25.1999,$25.1499
10/11/2022,$26.09,461,$26.09,$26.09,$26.09
10/10/2022,$27.825,1196,$26.93,$27.825,$26.93
10/07/2022,$26.84,574,$26.65,$26.84,$26.65
10/06/2022,$27.78,511,$28.065,$28.065,$27.78
10/05/2022,$27.82,375,$27.82,$27.82,$27.82
10/04/2022,$27.49,192,$27.49,$27.49,$27.49
10/03/2022,$26.7,475,$26.7,$26.7,$26.7
09/30/2022,$25.91,661,$25.91,$25.91,$25.91
09/29/2022,$27.96,434,$27.96,$27.96,$27.96
09/28/2022,$28.305,4649,$28.82,$30.5415,$28.305
09/27/2022,$30,347,$30.25,$30.25,$30
09/26/2022,$29.33,N/A,$29.33,$29.33,$29.33
09/23/2022,$29.33,1371,$30,$30,$29.33
09/22/2022,$32.775,N/A,$32.775,$32.775,$32.775
09/21/2022,$32.775,691,$32,$32.775,$32
09/20/2022,$33.98,N/A,$33.98,$33.98,$33.98
09/19/2022,$33.98,881,$32.85,$33.98,$32.85
09/16/2022,$34.16,464,$34.04,$34.16,$34.04
09/15/2022,$34.16,549,$34.16,$34.16,$34.16
09/14/2022,$35,286,$35,$35,$35
09/13/2022,$34.33,813,$37.76,$37.76,$34.33
09/12/2022,$39.51,2717,$37.33,$39.51,$37.29
09/09/2022,$35.63,223,$35.63,$35.63,$35.63
09/08/2022,$34.4,1011,$34.38,$34.4,$34.38
09/07/2022,$36.015,1572,$36.54,$36.6,$35.83
09/06/2022,$45.85,317,$45.85,$45.85,$45.85
09/02/2022,$45.62,N/A,$45.62,$45.62,$45.62
09/01/2022,$45.62,N/A,$45.62,$45.62,$45.62
08/31/2022,$45.62,704,$45.62,$45.62,$45.62
08/30/2022,$45.6,N/A,$45.6,$45.6,$45.6
08/29/2022,$45.6,N/A,$45.6,$45.6,$45.6
08/26/2022,$45.6,523,$44.62,$45.6,$44.62
08/25/2022,$41.25,180,$41.25,$41.25,$41.25
08/24/2022,$41.63,N/A,$41.63,$41.63,$41.63
08/23/2022,$41.63,235,$41.63,$41.63,$41.63
08/22/2022,$42.38,511,$43.25,$43.25,$42.38
08/19/2022,$43.77,487,$43.77,$43.77,$43.77
08/18/2022,$45.09,145,$45.09,$45.09,$45.09
08/17/2022,$46.07,N/A,$46.07,$46.07,$46.07
08/16/2022,$46.07,N/A,$46.07,$46.07,$46.07
08/15/2022,$46.07,N/A,$46.07,$46.07,$46.07
08/12/2022,$46.07,430,$47,$47,$46.07
08/11/2022,$47.35,N/A,$47.35,$47.35,$47.35
08/10/2022,$47.35,N/A,$47.35,$47.35,$47.35
08/09/2022,$47.35,N/A,$47.35,$47.35,$47.35
08/08/2022,$47.35,197,$47.35,$47.35,$47.35
08/05/2022,$46.67,N/A,$46.67,$46.67,$46.67
08/04/2022,$46.67,4551,$47.78,$48.03,$46.67
08/03/2022,$43.99,N/A,$43.99,$43.99,$43.99
08/02/2022,$43.99,N/A,$43.99,$43.99,$43.99
08/01/2022,$43.99,617,$43.96,$43.99,$43.96
07/29/2022,$41.5,181,$41.5,$41.5,$41.5
07/28/2022,$41.64,195,$41.64,$41.64,$41.64
07/27/2022,$43.75,N/A,$43.75,$43.75,$43.75
07/26/2022,$43.75,N/A,$43.75,$43.75,$43.75
07/25/2022,$43.75,2018,$43.726,$43.75,$43.726
07/22/2022,$39.85,306,$39.85,$39.85,$39.85
07/21/2022,$40.44,N/A,$40.44,$40.44,$40.44
07/20/2022,$40.44,199,$40.44,$40.44,$40.44
07/19/2022,$39.99,389,$39.99,$39.99,$39.99
07/18/2022,$39.92,606,$41.32,$41.32,$39.92
07/15/2022,$40.34,394,$40.34,$40.34,$40.34
07/14/2022,$41.2102,N/A,$41.2102,$41.2102,$41.2102
07/13/2022,$41.2102,N/A,$41.2102,$41.2102,$41.2102
07/12/2022,$41.2102,3245,$40.28,$41.2102,$40.28
07/11/2022,$42.13,420,$42.13,$42.13,$42.13
07/08/2022,$43.08,N/A,$43.08,$43.08,$43.08
07/07/2022,$43.08,424,$44.14,$44.14,$43.08
07/06/2022,$45.43,N/A,$45.43,$45.43,$45.43
07/05/2022,$45.43,371,$44.72,$45.43,$44.72
07/01/2022,$43.4,N/A,$43.4,$43.4,$43.4
06/30/2022,$43.4,N/A,$43.4,$43.4,$43.4
06/29/2022,$43.4,716,$43.4,$43.4,$43.4
06/28/2022,$44.34,2430,$46.5184,$46.5184,$44.34
06/27/2022,$45.2,250,$45.2,$45.2,$45.2
06/24/2022,$44.44,N/A,$44.44,$44.44,$44.44
06/23/2022,$44.44,426,$44.44,$44.44,$44.44
06/22/2022,$44.1,2081,$45.635,$45.635,$43.96
06/21/2022,$43.81,274,$43.81,$43.81,$43.81
06/17/2022,$43.69,N/A,$43.69,$43.69,$43.69
06/16/2022,$43.69,455,$43.69,$43.69,$43.69
06/15/2022,$44.58,N/A,$44.58,$44.58,$44.58
06/14/2022,$44.58,389,$44.58,$44.58,$44.58
06/13/2022,$44.84,1374,$45.38,$47.5,$44.84
06/10/2022,$48.09,N/A,$48.09,$48.09,$48.09
06/09/2022,$48.09,356,$48.09,$48.09,$48.09
06/08/2022,$49.38,N/A,$49.38,$49.38,$49.38
06/07/2022,$49.38,348,$49.38,$49.38,$49.38
06/06/2022,$50.07,1048,$52.49,$52.57,$50.07
06/03/2022,$51.07,380,$49.87,$51.07,$49.87
06/02/2022,$50.44,1540,$50.44,$52.23,$50.44
06/01/2022,$51.498,N/A,$51.498,$51.498,$51.498
05/31/2022,$51.498,354,$51.498,$51.498,$51.498
05/27/2022,$52.88,196,$52.88,$52.88,$52.88
05/26/2022,$51.24,N/A,$51.24,$51.24,$51.24
05/25/2022,$51.24,N/A,$51.24,$51.24,$51.24
05/24/2022,$51.24,660,$50.295,$51.24,$50.295
05/23/2022,$48.88,N/A,$48.88,$48.88,$48.88
05/20/2022,$48.88,186,$48.88,$48.88,$48.88
05/19/2022,$49.47,428,$52.16,$52.16,$49.47
05/18/2022,$46.85,N/A,$46.85,$46.85,$46.85
05/17/2022,$46.85,N/A,$46.85,$46.85,$46.85
05/16/2022,$46.85,457,$46.85,$46.85,$46.85
05/13/2022,$46.31,414,$46.31,$46.31,$46.31
05/12/2022,$43.04,1074,$43.885,$43.885,$42.96
05/11/2022,$43.345,2307,$44.1872,$44.1872,$42.34
05/10/2022,$45.34,1672,$45.95,$45.95,$45.24
05/09/2022,$46.07,1294,$48.67,$48.67,$44.75
05/06/2022,$49.08,N/A,$49.08,$49.08,$49.08
05/05/2022,$49.08,929,$49.08,$49.08,$49.08
05/04/2022,$49.44,3191,$47.19,$49.75,$47.19
05/03/2022,$44.58,1899,$43.84,$44.85,$43.84
05/02/2022,$43.79,1026,$43.79,$43.79,$43.79
04/29/2022,$43.61,585,$43.61,$43.61,$43.61
04/28/2022,$43.27,N/A,$43.27,$43.27,$43.27
04/27/2022,$43.27,534,$42.5,$43.27,$42.5
04/26/2022,$42.87,2078,$43.55,$43.56,$42.87
04/25/2022,$46.01,2478,$45.93,$46.01,$45.93
