Period,PE Ratio
2017-06-07,37.4980
2017-06-06,36.9519
2017-06-05,37.2770
2017-06-02,37.2217
2017-06-01,37.0104
2017-05-31,36.8349
2017-05-30,36.6789
2017-05-26,36.4449
2017-05-25,36.9974
2017-05-24,36.5034
2017-05-23,35.4308
2017-05-22,35.2293
2017-05-19,34.9855
2017-05-18,34.7548
2017-05-17,34.2055
2017-05-16,36.3246
2017-05-15,36.0451
2017-05-12,35.4568
2017-05-11,35.2911
2017-05-10,35.1545
2017-05-09,31.2055
2017-05-08,31.1145
2017-05-05,31.1178
2017-05-04,30.7992
2017-05-03,30.5880
2017-05-02,30.6335
2017-05-01,30.8090
2017-04-28,30.8187
2017-04-27,30.6302
2017-04-26,30.3897
2017-04-25,30.2239
2017-04-24,30.1654
2017-04-21,29.8827
2017-04-20,29.6454
2017-04-19,29.1384
2017-04-18,28.9921
2017-04-17,28.9954
2017-04-13,28.9336
2017-04-12,29.2359
2017-04-11,29.1481
2017-04-10,28.8426
2017-04-07,28.8393
2017-04-06,28.7841
2017-04-05,28.7321
2017-04-04,29.0181
2017-04-03,28.9629
2017-03-31,29.0961
2017-03-30,22.2496
2017-03-29,22.1313
2017-03-28,22.1214
2017-03-27,21.9439
2017-03-24,22.0253
2017-03-23,21.8429
2017-03-22,21.8749
2017-03-21,21.7936
2017-03-20,21.9785
2017-03-17,22.0845
2017-03-16,22.2348
2017-03-15,22.5577
2017-03-14,22.4074
2017-03-13,22.3655
2017-03-10,22.1387
2017-03-09,21.9464
2017-03-08,21.9390
2017-03-07,21.7665
2017-03-06,21.4805
2017-03-03,21.5052
2017-03-02,21.4485
2017-03-01,21.6481
2017-02-28,21.3228
2017-02-27,21.4460
2017-02-24,21.3326
2017-02-23,21.3597
2017-02-22,21.5397
2017-02-21,21.5791
2017-02-17,21.5200
2017-02-16,21.6555
2017-02-15,21.6802
2017-02-14,21.2143
2017-02-13,21.2784
2017-02-10,21.2414
2017-02-09,20.5241
2017-02-08,20.0853
2017-02-07,20.2652
2017-02-06,20.0952
2017-02-03,20.0360
2017-02-02,20.3392
2017-02-01,20.4600
2017-01-31,20.5660
2017-01-30,20.6670
2017-01-27,20.4994
2017-01-26,20.1395
2017-01-25,20.0853
2017-01-24,19.8462
2017-01-23,19.6909
2017-01-20,19.7500
2017-01-19,19.8141
2017-01-18,19.8511
2017-01-17,19.7772
2017-01-13,19.8067
2017-01-12,19.6219
2017-01-11,19.4789
2017-01-10,19.4370
2017-01-09,19.3852
2017-01-06,19.4764
2017-01-05,19.4641
2017-01-04,19.8758
2017-01-03,19.5159
2016-12-31,19.4148
2016-12-30,20.0918
2016-12-29,20.4490
2016-12-28,20.5051
2016-12-27,20.6837
2016-12-23,20.5791
2016-12-22,20.3546
2016-12-21,20.3214
2016-12-20,20.2806
2016-12-19,20.2806
2016-12-16,20.2832
2016-12-15,20.7934
2016-12-14,20.5867
2016-12-13,20.6020
2016-12-12,20.5663
2016-12-09,20.0893
2016-12-08,19.8418
2016-12-07,19.8852
2016-12-06,19.6097
2016-12-05,19.7577
2016-12-02,19.3520
2016-12-01,19.2806
2016-11-30,20.2143
2016-11-29,20.7577
2016-11-28,20.0842
2016-11-25,20.1964
2016-11-23,20.2423
2016-11-22,19.8342
2016-11-21,19.9643
2016-11-18,20.1505
2016-11-17,20.3112
2016-11-16,20.1097
2016-11-15,19.8010
2016-11-14,19.4847
2016-11-11,19.7577
2016-11-10,19.5893
2016-11-09,20.2653
2016-11-08,20.7883
2016-11-07,20.6837
2016-11-04,20.4643
2016-11-03,20.5408
2016-11-02,20.1837
2016-11-01,19.8571
2016-10-31,20.0306
2016-10-28,20.2679
2016-10-27,21.1020
2016-10-26,21.0663
2016-10-25,21.1582
2016-10-24,21.4668
2016-10-21,21.1403
