Period,Open,High,Low,Close
2022-03-02,252.453500,252.453500,247.936500,247.936500
2022-03-01,250.265800,252.453500,250.265800,252.453500
2022-02-28,248.266200,250.265800,248.266200,250.265800
2022-02-25,245.472800,248.266200,245.472800,248.266200
2022-02-24,249.181000,249.181000,245.472800,245.472800
2022-02-23,249.181000,249.181000,249.181000,249.181000
2022-02-22,256.348200,256.348200,249.181000,249.181000
2022-02-18,257.248300,257.248300,256.348200,256.348200
2022-02-17,258.857400,258.857400,257.248300,257.248300
2022-02-16,253.709200,258.857400,253.709200,258.857400
2022-02-15,255.265300,255.265300,253.709200,253.709200
2022-02-14,259.090500,259.090500,255.265300,255.265300
2022-02-11,259.090500,259.090500,259.090500,259.090500
2022-02-10,257.176700,259.090500,257.176700,259.090500
2022-02-09,255.418700,257.176700,255.418700,257.176700
2022-02-08,253.292700,255.418700,253.292700,255.418700
2022-02-07,254.427000,254.427000,253.292700,253.292700
2022-02-04,253.107100,254.427000,253.107100,254.427000
2022-02-03,254.853500,254.853500,253.107100,253.107100
2022-02-02,250.358600,254.853500,250.358600,254.853500
2022-02-01,249.996900,250.358600,249.996900,250.358600
2022-01-31,246.965500,249.996900,246.965500,249.996900
2022-01-28,242.505000,246.965500,242.505000,246.965500
2022-01-27,248.683400,248.683400,242.505000,242.505000
2022-01-26,249.030800,249.030800,248.683400,248.683400
2022-01-25,253.626800,253.626800,249.030800,249.030800
2022-01-24,253.021000,253.626800,253.021000,253.626800
2022-01-21,253.869400,253.869400,253.021000,253.021000
2022-01-20,252.037100,253.869400,252.037100,253.869400
2022-01-19,259.719700,259.719700,252.037100,252.037100
2022-01-18,259.854700,259.854700,259.719700,259.719700
2022-01-14,263.366400,263.366400,259.854700,259.854700
2022-01-13,264.802000,264.802000,263.366400,263.366400
2022-01-12,260.551500,264.802000,260.551500,264.802000
2022-01-11,261.352200,261.352200,260.551500,260.551500
2022-01-10,261.352200,261.352200,261.352200,261.352200
2022-01-07,261.402100,261.402100,261.352200,261.352200
2022-01-06,266.647900,266.647900,261.402100,261.402100
2022-01-05,265.187200,266.647900,265.187200,266.647900
2022-01-04,260.398000,265.187200,260.398000,265.187200
2022-01-03,260.398000,260.398000,260.398000,260.398000
2021-12-31,260.398000,260.398000,260.398000,260.398000
2021-12-30,261.587900,261.587900,260.398000,260.398000
2021-12-29,262.183700,262.183700,261.587900,261.587900
2021-12-28,258.756500,262.183700,258.756500,262.183700
2021-12-27,260.242500,260.242500,258.756500,258.756500
2021-12-23,258.015900,260.242500,258.015900,260.242500
2021-12-22,257.818000,258.015900,257.818000,258.015900
2021-12-21,253.739300,257.818000,253.739300,257.818000
2021-12-20,259.673700,259.673700,253.739300,253.739300
2021-12-17,263.509300,263.509300,259.673700,259.673700
2021-12-16,258.591900,263.509300,258.591900,263.509300
2021-12-15,258.070800,258.591900,258.070800,258.591900
2021-12-14,259.039300,259.039300,258.070800,258.070800
2021-12-13,258.048100,259.039300,258.048100,259.039300
2021-12-10,259.686600,259.686600,258.048100,258.048100
2021-12-09,260.937200,260.937200,259.686600,259.686600
2021-12-08,259.206700,260.937200,259.206700,260.937200
2021-12-07,253.767200,259.206700,253.767200,259.206700
2021-12-06,254.554100,254.554100,253.767200,253.767200
2021-12-03,249.305200,254.554100,249.305200,254.554100
2021-12-02,250.223100,250.223100,249.305200,249.305200
2021-12-01,248.700200,250.223100,248.700200,250.223100
2021-11-30,251.728400,251.728400,248.700200,248.700200
2021-11-29,256.848100,256.848100,251.728400,251.728400
2021-11-26,261.076600,261.076600,256.848100,256.848100
2021-11-24,264.243700,264.243700,261.076600,261.076600
2021-11-23,264.243700,264.243700,264.243700,264.243700
2021-11-22,263.711400,264.243700,263.711400,264.243700
2021-11-19,262.921800,263.711400,262.921800,263.711400
2021-11-18,263.507500,263.507500,262.921800,262.921800
2021-11-17,265.469700,265.469700,263.507500,263.507500
2021-11-16,266.256700,266.256700,265.469700,265.469700
2021-11-15,266.256700,266.688800,266.256700,266.688800
2021-11-12,263.146300,266.256700,263.146300,266.256700
2021-11-11,262.031100,263.146300,262.031100,263.146300
2021-11-10,263.957000,263.957000,262.031100,262.031100
2021-11-09,266.591800,266.591800,263.957000,263.957000
2021-11-08,266.543100,266.591800,266.543100,266.591800
2021-11-05,269.493600,269.493600,266.543100,266.543100
2021-11-04,267.217200,269.493600,267.217200,269.493600
2021-11-03,267.217200,267.217200,267.217200,267.217200
2021-11-02,269.273600,269.273600,267.217200,267.217200
2021-11-01,263.309900,269.273600,263.309900,269.273600
2021-10-29,262.899200,263.309900,262.899200,263.309900
2021-10-28,265.633600,265.633600,262.899200,262.899200
2021-10-27,266.533100,266.533100,265.633600,265.633600
2021-10-26,263.323600,266.533100,263.323600,266.533100
2021-10-25,264.071100,264.071100,263.323600,263.323600
2021-10-22,264.048200,264.071100,264.048200,264.071100
2021-10-21,267.327100,267.327100,264.048200,264.048200
2021-10-20,267.638300,267.638300,267.327100,267.327100
2021-10-19,266.706300,267.638300,266.706300,267.638300
2021-10-18,267.063600,267.063600,266.706300,266.706300
2021-10-15,261.979900,267.063600,261.979900,267.063600
2021-10-14,260.210900,261.979900,260.210900,261.979900
2021-10-13,261.367000,261.367000,260.210900,260.210900
2021-10-12,262.816300,262.816300,261.367000,261.367000
2021-10-11,258.481400,262.816300,258.481400,262.816300
2021-10-08,256.564200,258.481400,256.564200,258.481400
2021-10-07,256.541400,256.564200,256.541400,256.564200
2021-10-06,257.356800,257.356800,256.541400,256.541400
2021-10-05,260.830200,260.830200,257.356800,257.356800
2021-10-04,262.134500,262.134500,260.830200,260.830200
2021-10-01,267.779600,267.779600,262.134500,262.134500
2021-09-30,269.418100,269.418100,267.779600,267.779600
2021-09-29,274.484800,274.484800,269.418100,269.418100
2021-09-28,275.596500,275.596500,274.484800,274.484800
2021-09-27,276.272600,276.272600,275.596500,275.596500
2021-09-24,270.034200,276.272600,270.034200,276.272600
2021-09-23,270.034200,270.034200,270.034200,270.034200
2021-09-22,273.082500,273.082500,270.034200,270.034200
2021-09-21,277.874800,277.874800,273.082500,273.082500
2021-09-20,277.874800,277.874800,277.874800,277.874800
2021-09-17,277.212500,277.874800,277.212500,277.874800
2021-09-16,277.900900,277.900900,277.212500,277.212500
2021-09-15,280.179100,280.179100,277.900900,277.900900
2021-09-14,277.076800,280.179100,277.076800,280.179100
2021-09-13,276.069200,277.076800,276.069200,277.076800
2021-09-10,272.941300,276.069200,272.941300,276.069200
2021-09-09,274.673500,274.673500,272.941300,272.941300
2021-09-08,272.934400,274.673500,272.934400,274.673500
2021-09-07,266.729700,272.934400,266.729700,272.934400
2021-09-03,262.262300,266.729700,262.262300,266.729700
2021-09-02,262.238000,262.262300,262.238000,262.262300
2021-09-01,259.419500,262.238000,259.419500,262.238000
2021-08-31,257.958600,259.419500,257.958600,259.419500
2021-08-30,254.924700,257.958600,254.924700,257.958600
2021-08-27,255.106500,255.106500,254.924700,254.924700
2021-08-26,254.909100,255.106500,254.909100,255.106500
2021-08-25,254.743900,254.909100,254.743900,254.909100
2021-08-24,252.070500,254.743900,252.070500,254.743900
2021-08-23,247.775700,252.070500,247.775700,252.070500
2021-08-20,250.448500,250.448500,247.775700,247.775700
2021-08-19,253.973900,253.973900,250.448500,250.448500
2021-08-18,253.035800,253.973900,253.035800,253.973900
2021-08-17,254.268000,254.268000,253.035800,253.035800
2021-08-16,257.953100,257.953100,254.268000,254.268000
2021-08-13,258.602900,258.602900,257.953100,257.953100
2021-08-12,258.013400,258.602900,258.013400,258.602900
2021-08-11,254.978300,258.013400,254.978300,258.013400
2021-08-10,254.122100,254.978300,254.122100,254.978300
2021-08-09,254.122100,254.122100,254.122100,254.122100
2021-08-06,253.911600,254.122100,253.911600,254.122100
2021-08-05,252.461400,253.911600,252.461400,253.911600
2021-08-04,253.494900,253.494900,252.461400,252.461400
2021-08-03,254.309800,254.309800,253.494900,253.494900
2021-08-02,248.995200,254.309800,248.995200,254.309800
2021-07-30,252.641500,252.641500,248.995200,248.995200
2021-07-29,251.962700,252.641500,251.962700,252.641500
2021-07-28,254.396100,254.396100,251.962700,251.962700
2021-07-27,252.392100,254.396100,252.392100,254.396100
2021-07-26,249.371000,252.392100,249.371000,252.392100
2021-07-23,249.371000,249.371000,249.371000,249.371000
2021-07-22,249.371000,249.371000,249.371000,249.371000
2021-07-21,247.296300,249.371000,247.296300,249.371000
2021-07-20,249.772100,249.772100,247.296300,247.296300
2021-07-19,252.982100,252.982100,249.772100,249.772100
2021-07-16,254.168400,254.168400,252.982100,252.982100
2021-07-15,257.055800,257.055800,254.168400,254.168400
2021-07-14,258.465900,258.465900,257.055800,257.055800
2021-07-13,256.440500,258.465900,256.440500,258.465900
2021-07-12,251.736600,256.440500,251.736600,256.440500
2021-07-09,252.879200,252.879200,251.736600,251.736600
2021-07-08,254.600700,254.600700,252.879200,252.879200
2021-07-07,257.382500,257.382500,254.600700,254.600700
2021-07-06,257.244500,257.382500,257.244500,257.382500
2021-07-02,255.151900,257.244500,255.151900,257.244500
2021-07-01,255.635300,255.635300,255.151900,255.151900
2021-06-30,256.661600,256.661600,255.635300,255.635300
2021-06-29,258.839100,258.839100,256.661600,256.661600
2021-06-28,258.728500,258.839100,258.728500,258.839100
2021-06-25,256.578700,258.728500,256.578700,258.728500
2021-06-24,256.882800,256.882800,256.578700,256.578700
2021-06-23,258.234900,258.234900,256.882800,256.882800
2021-06-22,249.763900,258.234900,249.763900,258.234900
2021-06-21,256.194000,256.194000,249.763900,249.763900
2021-06-18,258.415100,258.415100,256.194000,256.194000
2021-06-17,260.556700,260.556700,258.415100,258.415100
2021-06-16,260.465800,260.556700,260.465800,260.556700
2021-06-15,258.229300,260.465800,258.229300,260.465800
2021-06-14,257.083100,258.229300,257.083100,258.229300
2021-06-11,257.514200,257.514200,257.083100,257.083100
2021-06-10,257.435300,257.514200,257.435300,257.514200
2021-06-09,258.219100,258.219100,257.435300,257.435300
2021-06-08,258.036000,258.219100,258.036000,258.219100
2021-06-07,257.829700,258.036000,257.829700,258.036000
2021-06-04,257.546300,257.829700,257.546300,257.829700
2021-06-03,255.828900,257.546300,255.828900,257.546300
2021-06-02,252.889000,255.828900,252.889000,255.828900
2021-06-01,255.743500,255.743500,252.889000,252.889000
2021-05-28,250.406600,255.743500,250.406600,255.743500
2021-05-27,252.320300,252.320300,250.406600,250.406600
2021-05-26,251.620800,252.320300,251.620800,252.320300
2021-05-25,250.933500,251.620800,250.933500,251.620800
2021-05-24,249.123800,250.933500,249.123800,250.933500
2021-05-21,248.185000,249.123800,248.185000,249.123800
2021-05-20,248.181900,248.185000,248.181900,248.185000
2021-05-19,250.638100,250.638100,248.181900,248.181900
2021-05-18,246.622300,250.638100,246.622300,250.638100
2021-05-17,247.433700,247.433700,246.622300,246.622300
2021-05-14,242.840400,247.433700,242.840400,247.433700
2021-05-13,246.769300,246.769300,242.840400,242.840400
2021-05-12,250.689400,250.689400,246.769300,246.769300
2021-05-11,257.216100,257.216100,250.689400,250.689400
2021-05-10,254.547900,257.216100,254.547900,257.216100
2021-05-07,253.643900,254.547900,253.643900,254.547900
2021-05-06,249.350000,253.643900,249.350000,253.643900
2021-05-05,249.350000,249.350000,249.350000,249.350000
2021-05-04,249.350000,249.350000,249.350000,249.350000
2021-05-03,249.350000,249.350000,249.350000,249.350000
2021-04-30,250.212400,250.212400,249.350000,249.350000
2021-04-29,250.212400,250.212400,250.212400,250.212400
2021-04-28,249.955400,250.212400,249.955400,250.212400
2021-04-27,250.906300,250.906300,249.955400,249.955400
2021-04-26,249.688900,250.906300,249.688900,250.906300
2021-04-23,250.450500,250.450500,249.688900,249.688900
2021-04-22,245.657300,250.450500,245.657300,250.450500
2021-04-21,251.230700,251.230700,245.657300,245.657300
2021-04-20,255.651600,255.651600,251.230700,251.230700
2021-04-19,255.863800,255.863800,255.651600,255.651600
2021-04-16,255.827500,255.863800,255.827500,255.863800
2021-04-15,254.974100,255.827500,254.974100,255.827500
2021-04-14,256.192300,256.192300,254.974100,254.974100
2021-04-13,256.345700,256.345700,256.192300,256.192300
2021-04-12,257.511000,257.511000,256.345700,256.345700
2021-04-09,256.303000,257.511000,256.303000,257.511000
2021-04-08,258.360200,258.360200,256.303000,256.303000
2021-04-07,256.161100,258.360200,256.161100,258.360200
2021-04-06,259.321000,259.321000,256.161100,256.161100
2021-04-05,255.452100,259.321000,255.452100,259.321000
2021-04-01,255.101300,255.452100,255.101300,255.452100
2021-03-31,258.595100,258.595100,255.101300,255.101300
2021-03-30,259.953700,259.953700,258.595100,258.595100
2021-03-29,259.050700,259.953700,259.050700,259.953700
2021-03-26,255.152900,259.050700,255.152900,259.050700
2021-03-25,251.276200,255.152900,251.276200,255.152900
2021-03-24,257.273000,257.273000,251.276200,251.276200
2021-03-23,260.316800,260.316800,257.273000,257.273000
2021-03-22,263.556100,263.556100,260.316800,260.316800
2021-03-19,263.136100,263.556100,263.136100,263.556100
2021-03-18,260.435100,263.136100,260.435100,263.136100
2021-03-17,260.343200,260.435100,260.343200,260.435100
2021-03-16,258.827300,260.343200,258.827300,260.343200
2021-03-15,256.702400,258.827300,256.702400,258.827300
2021-03-12,253.280800,256.702400,253.280800,256.702400
2021-03-11,252.407300,253.280800,252.407300,253.280800
2021-03-10,251.709700,252.407300,251.709700,252.407300
2021-03-09,248.288600,251.709700,248.288600,251.709700
2021-03-08,248.810100,248.810100,248.288600,248.288600
2021-03-05,247.130700,248.810100,247.130700,248.810100
2021-03-04,249.308300,249.308300,247.130700,247.130700
2021-03-03,247.674000,249.308300,247.674000,249.308300
2021-03-02,249.171500,249.171500,247.674000,247.674000
2021-03-01,244.248100,249.171500,244.248100,249.171500
2021-02-26,252.868400,252.868400,244.248100,244.248100
2021-02-25,249.633200,252.868400,249.633200,252.868400
2021-02-24,253.134300,253.134300,249.633200,249.633200
2021-02-23,253.134300,253.134300,253.134300,253.134300
2021-02-22,251.658600,253.134300,251.658600,253.134300
2021-02-19,253.520500,253.520500,251.658600,251.658600
2021-02-18,256.399800,256.399800,253.520500,253.520500
2021-02-17,256.566300,256.566300,256.399800,256.399800
2021-02-16,252.390000,256.566300,252.390000,256.566300
2021-02-12,252.620100,252.620100,252.390000,252.390000
2021-02-11,252.620100,252.620100,252.620100,252.620100
2021-02-10,252.434300,252.620100,252.434300,252.620100
2021-02-09,252.999700,252.999700,252.434300,252.434300
2021-02-08,247.821100,252.999700,247.821100,252.999700
2021-02-05,244.696300,247.821100,244.696300,247.821100
2021-02-04,245.965100,245.965100,244.696300,244.696300
2021-02-03,243.267600,245.965100,243.267600,245.965100
2021-02-02,240.242300,243.267600,240.242300,243.267600
2021-02-01,237.581200,240.242300,237.581200,240.242300
