Date,Open Price,High Price,Low Price,Close Price,Volume
2023-02-17,31.250000,31.250000,31.250000,31.250000,0
2023-02-16,31.250000,31.250000,31.250000,31.250000,0
2023-02-15,31.250000,31.250000,31.250000,31.250000,0
2023-02-14,31.250000,31.250000,31.250000,31.250000,0
2023-02-13,31.250000,31.250000,31.250000,31.250000,0
2023-02-10,31.250000,31.250000,31.250000,31.250000,0
2023-02-09,31.250000,31.250000,31.250000,31.250000,0
2023-02-08,31.250000,31.250000,31.250000,31.250000,0
2023-02-07,31.250000,31.250000,31.250000,31.250000,0
2023-02-06,31.250000,31.250000,31.250000,31.250000,169
2023-02-03,32.292500,32.292500,32.292500,32.292500,0
2023-02-02,32.292500,32.292500,32.292500,32.292500,0
2023-02-01,32.292500,32.292500,32.292500,32.292500,261
2023-01-31,32.130000,32.130000,32.130000,32.130000,0
2023-01-30,32.130000,32.130000,32.130000,32.130000,103
2023-01-27,32.372500,32.372500,32.372500,32.372500,0
2023-01-26,32.372500,32.372500,32.372500,32.372500,200
2023-01-25,31.780000,31.780000,31.780000,31.780000,0
2023-01-24,31.780000,31.780000,31.780000,31.780000,0
2023-01-23,31.780000,31.780000,31.780000,31.780000,125
2023-01-20,30.755000,30.755000,30.755000,30.755000,0
2023-01-19,30.755000,30.755000,30.755000,30.755000,0
2023-01-18,30.755000,30.755000,30.755000,30.755000,0
2023-01-17,30.755000,30.755000,30.755000,30.755000,0
2023-01-13,30.755000,30.755000,30.755000,30.755000,0
2023-01-12,30.755000,30.755000,30.755000,30.755000,0
2023-01-11,30.755000,30.755000,30.755000,30.755000,0
2023-01-10,30.755000,30.755000,30.755000,30.755000,0
2023-01-09,30.755000,30.755000,30.755000,30.755000,0
2023-01-06,30.755000,30.755000,30.755000,30.755000,0
2023-01-05,30.755000,30.755000,30.755000,30.755000,250
2023-01-04,31.600000,31.600000,31.600000,31.600000,0
2023-01-03,31.600000,31.600000,31.600000,31.600000,0
2022-12-30,31.600000,31.600000,31.600000,31.600000,0
2022-12-29,31.600000,31.600000,31.600000,31.600000,0
2022-12-28,31.600000,31.600000,31.600000,31.600000,0
2022-12-27,31.600000,31.600000,31.600000,31.600000,0
2022-12-23,31.600000,31.600000,31.600000,31.600000,0
2022-12-22,31.600000,31.600000,31.600000,31.600000,0
2022-12-21,31.600000,31.600000,31.600000,31.600000,0
2022-12-20,31.600000,31.600000,31.600000,31.600000,0
2022-12-19,31.600000,31.600000,31.600000,31.600000,0
2022-12-16,31.600000,31.600000,31.600000,31.600000,0
2022-12-15,31.600000,31.600000,31.600000,31.600000,100
2022-12-14,31.200000,31.200000,31.200000,31.200000,0
2022-12-13,31.200000,31.200000,31.200000,31.200000,0
2022-12-12,31.200000,31.200000,31.200000,31.200000,0
2022-12-09,31.200000,31.200000,31.200000,31.200000,0
2022-12-08,31.200000,31.200000,31.200000,31.200000,0
2022-12-07,31.200000,31.200000,31.200000,31.200000,0
2022-12-06,31.200000,31.200000,31.200000,31.200000,0
2022-12-05,31.200000,31.200000,31.200000,31.200000,0
2022-12-02,31.200000,31.200000,31.200000,31.200000,100
2022-12-01,31.300000,31.300000,31.300000,31.300000,0
2022-11-30,31.300000,31.300000,31.300000,31.300000,0
2022-11-29,31.300000,31.300000,31.300000,31.300000,0
2022-11-28,31.300000,31.300000,31.300000,31.300000,0
2022-11-25,31.300000,31.300000,31.300000,31.300000,101
2022-11-17,30.250000,30.250000,30.250000,30.250000,0
2022-11-16,30.250000,30.250000,30.250000,30.250000,0
2022-11-15,30.250000,30.250000,30.250000,30.250000,100
2022-11-14,25.500000,25.500000,25.500000,25.500000,0
2022-11-11,25.500000,25.500000,25.500000,25.500000,0
2022-11-10,25.500000,25.500000,25.500000,25.500000,0
2022-11-09,25.500000,25.500000,25.500000,25.500000,0
2022-11-08,25.500000,25.500000,25.500000,25.500000,0
2022-11-07,25.500000,25.500000,25.500000,25.500000,0
2022-11-04,25.500000,25.500000,25.500000,25.500000,0
2022-11-03,25.500000,25.500000,25.500000,25.500000,0
2022-11-02,25.500000,25.500000,25.500000,25.500000,0
2022-11-01,25.500000,25.500000,25.500000,25.500000,0
2022-10-31,25.500000,25.500000,25.500000,25.500000,0
2022-10-28,25.500000,25.500000,25.500000,25.500000,0
2022-10-27,25.500000,25.500000,25.500000,25.500000,0
2022-10-26,25.500000,25.500000,25.500000,25.500000,0
2022-10-25,25.500000,25.500000,25.500000,25.500000,0
2022-10-24,25.500000,25.500000,25.500000,25.500000,100
2022-10-21,25.620000,25.620000,25.620000,25.620000,101
2022-10-20,23.950000,23.950000,23.950000,23.950000,0
2022-10-19,23.950000,23.950000,23.950000,23.950000,0
2022-10-18,23.950000,23.950000,23.950000,23.950000,0
2022-10-17,23.950000,23.950000,23.950000,23.950000,0
2022-10-14,23.950000,23.950000,23.950000,23.950000,0
2022-10-13,23.950000,23.950000,23.950000,23.950000,100
2022-10-12,25.830000,25.960000,25.830000,25.960000,0
2022-10-11,25.830000,25.960000,25.830000,25.960000,0
2022-10-10,25.830000,25.960000,25.830000,25.960000,0
2022-10-07,25.830000,25.960000,25.830000,25.960000,0
2022-10-06,25.830000,25.960000,25.830000,25.960000,0
2022-10-05,25.830000,25.960000,25.830000,25.960000,7903
2022-10-04,25.210000,25.440000,25.210000,25.340000,0
2022-10-03,25.210000,25.440000,25.210000,25.340000,1429
2022-09-30,25.240000,25.240000,25.240000,25.240000,0
2022-09-29,25.240000,25.240000,25.240000,25.240000,0
2022-09-28,25.240000,25.240000,25.240000,25.240000,0
2022-09-27,25.240000,25.240000,25.240000,25.240000,0
2022-09-26,25.240000,25.240000,25.240000,25.240000,0
2022-09-23,25.240000,25.240000,25.240000,25.240000,2010
2022-09-22,25.995000,25.995000,25.995000,25.995000,0
2022-09-21,25.995000,25.995000,25.995000,25.995000,0
2022-09-20,25.995000,25.995000,25.995000,25.995000,0
2022-09-19,25.995000,25.995000,25.995000,25.995000,0
2022-09-16,25.995000,25.995000,25.995000,25.995000,0
2022-09-15,25.995000,25.995000,25.995000,25.995000,0
2022-09-14,25.995000,25.995000,25.995000,25.995000,0
2022-09-13,25.995000,25.995000,25.995000,25.995000,100
2022-09-12,25.620000,25.620000,25.620000,25.620000,0
2022-09-09,25.620000,25.620000,25.620000,25.620000,0
2022-09-08,25.620000,25.620000,25.620000,25.620000,0
2022-09-07,25.620000,25.620000,25.620000,25.620000,100
2022-09-06,24.860000,25.310000,24.860000,25.310000,233
2022-09-02,26.480000,26.480000,26.480000,26.480000,0
2022-09-01,26.480000,26.480000,26.480000,26.480000,204
2022-08-31,27.330000,27.330000,27.330000,27.330000,0
2022-08-30,27.330000,27.330000,27.330000,27.330000,0
2022-08-29,27.330000,27.330000,27.330000,27.330000,0
2022-08-26,27.330000,27.330000,27.330000,27.330000,0
2022-08-25,27.330000,27.330000,27.330000,27.330000,0
2022-08-24,27.330000,27.330000,27.330000,27.330000,0
2022-08-23,27.330000,27.330000,27.330000,27.330000,0
2022-08-22,27.330000,27.330000,27.330000,27.330000,0
2022-08-19,27.330000,27.330000,27.330000,27.330000,0
2022-08-18,27.330000,27.330000,27.330000,27.330000,0
2022-08-17,27.330000,27.330000,27.330000,27.330000,0
2022-08-16,27.330000,27.330000,27.330000,27.330000,0
2022-08-15,27.330000,27.330000,27.330000,27.330000,0
2022-08-12,27.330000,27.330000,27.330000,27.330000,0
2022-08-11,27.330000,27.330000,27.330000,27.330000,0
2022-08-10,27.330000,27.330000,27.330000,27.330000,400
2022-08-09,27.160000,27.160000,27.000000,27.000000,0
2022-08-08,27.160000,27.160000,27.000000,27.000000,0
2022-08-05,27.160000,27.160000,27.000000,27.000000,200
